short_name,sequence,MOTA,IDF1,HOTA,MT,ML,FP,FN,Rcll,Prcn,AssA,DetA,AssRe,AssPr,DetRe,DetPr,LocA,FAR,IDSW,FM,Rcll,Prcn,runtime,IDP,IDR,IDSWR,detector
MPTC,MOT20-08,27.8264,35.2825,27.3736,25,78,10309,44781,42.2061,76.0323,26.4547,28.6143,30.514,53.0456,32.7541,59.2142,77.2798,12.7903,833,1052,42.2061,76.0323,6802.6,49.4211,27.4341,19.7365,0
MPTC,MOT20-07,70.6444,56.0115,46.8388,63,7,1226,8158,75.3542,95.3151,39.4023,56.3406,45.3666,59.679,60.7388,76.8281,81.7092,2.09573,333,330,75.3542,95.3151,6802.6,63.43,50.1465,4.41913,0
MPTC,MOT20-06,39.9414,38.5493,30.9624,71,86,13555,64243,51.6086,83.4834,26.8523,35.9812,31.0273,53.0858,40.4704,65.6363,78.8974,13.4474,1934,2090,51.6086,83.4834,6802.6,50.4539,31.1901,37.4744,0
MPTC,MOT20-04,78.6719,74.2739,59.3664,476,37,20228,36796,86.5749,92.145,55.223,63.9287,60.4902,72.2957,71.038,75.6383,82.6046,9.725,1433,1691,86.5749,92.145,6802.6,76.6632,72.029,16.5521,0
MPNTrack,OVERALL,57.5694,59.1124,46.8432,474,279,16953,201384,61.0797,94.9089,47.2769,46.5827,52.6649,69.9663,49.4717,76.8887,81.5628,3.785,1210,1420,61.0797,94.9089,694,75.4822,48.5774,19.8102,0
MPNTrack,MOT20-08,25.9383,36.0572,29.1805,18,101,3757,53470,30.9922,86.4715,36.4986,23.4795,40.2792,68.0745,24.9056,69.5217,79.8327,4.66129,159,181,30.9922,86.4715,694,68.3303,24.4902,5.13032,0
MPNTrack,MOT20-07,57.4424,59.9034,46.8267,41,17,906,13061,60.542,95.6746,48.0014,46.001,53.9623,70.2734,48.9551,77.3638,81.9845,1.54872,120,124,60.542,95.6746,694,77.2844,48.9049,1.9821,0
MPNTrack,MOT20-06,36.0448,39.7942,31.4409,39,113,4831,79649,40.0039,91.6619,32.9871,30.0897,36.5113,63.4225,31.7928,72.8651,79.9356,4.79266,425,504,40.0039,91.6619,694,65.4878,28.5808,10.624,0
MPNTrack,MOT20-04,76.9527,71.2377,56.1609,376,48,7459,55204,79.8587,96.7045,51.71,61.1714,57.6103,71.5872,65.042,78.7783,82.1149,3.58606,506,611,79.8587,96.7045,694,78.7513,65.033,6.33619,0
MOTPrivate,OVERALL,57.2522,46.7259,39.6008,444,223,42271,173903,66.3907,89.0431,32.1631,49.2243,39.9075,57.0252,54.5607,73.1767,81.7298,9.4376,5014,9285,66.3907,89.0431,4478.5,54.6973,40.7825,,1
MOTPrivate,MOT20-08,30.7018,31.0705,26.5481,36,64,14126,38475,50.3446,73.4149,21.2305,33.876,26.4743,46.5072,40.5486,59.1299,79.1963,17.5261,1094,2101,50.3446,73.4149,4478.5,38.1895,26.1886,,1
MOTPrivate,MOT20-07,76.475,58.5558,50.5609,71,5,1427,6074,81.6501,94.9849,41.5271,62.1039,49.0965,61.6342,67.5214,78.5488,83.2972,2.43932,286,449,81.6501,94.9849,4478.5,63.3373,54.4455,,1
MOTPrivate,MOT20-06,45.0146,34.9535,30.4291,90,72,15432,55704,58.0406,83.314,22.5805,41.5158,28.7798,45.2742,47.198,67.75,80.5652,15.3095,1861,3304,58.0406,83.314,4478.5,42.5637,29.6519,,1
MOTPrivate,MOT20-04,68.3641,54.8946,45.3006,247,82,11286,73650,73.1287,94.6694,36.5265,56.5203,45.2779,62.7061,60.5229,78.3505,82.4667,5.42596,1773,3431,73.1287,94.6694,4478.5,62.9794,48.6493,,1
MotionTrack_,OVERALL,77.9783,76.5022,62.7684,886,118,28629,84152,83.7364,93.8019,61.8062,63.9951,67.9725,76.54,70.0686,78.4912,84.0098,6.39183,1165,1321,83.7364,93.8019,299,81.1001,72.3976,,1
MotionTrack_,MOT20-08,60.8319,63.8789,49.8389,72,41,5326,24747,68.0618,90.8272,50.349,49.5838,55.857,72.1707,54.9127,73.2799,81.9357,6.60794,276,306,68.0618,90.8272,299,74.5621,55.8735,,1
MotionTrack_,MOT20-07,82.6531,77.4535,66.2141,90,3,2375,3263,90.1423,92.6272,63.7507,69.3589,69.9501,77.5418,77.3702,79.503,85.5799,4.05983,104,109,90.1423,92.6272,299,78.5211,76.4146,,1
MotionTrack_,MOT20-06,66.1314,64.8483,53.1257,146,56,8120,36351,72.6184,92.2316,52.1726,54.2683,58.0737,71.5954,59.6744,75.7916,82.8668,8.05556,492,475,72.6184,92.2316,299,73.6056,57.9533,,1
MotionTrack_,MOT20-04,87.9993,84.6587,69.6181,578,18,12808,19791,92.7792,95.2048,67.1315,72.3423,73.4348,78.7161,78.5061,80.5585,84.6735,6.15769,293,431,92.7792,95.2048,299,85.7653,83.5802,,1
MOTFR,OVERALL,69.0072,71.689,57.1553,816,128,54894,101823,80.3212,88.3328,57.1473,57.3841,62.5935,73.8255,65.415,71.9397,81.7264,12.2559,3648,6321,80.3212,88.3328,338,75.2642,68.438,,1
MOTFR,MOT20-08,43.307,57.4748,45.2951,69,41,15581,27603,64.3759,76.1984,48.9867,42.1013,54.7527,68.22,51.7555,61.2604,80.4185,19.3313,744,1394,64.3759,76.1984,338,62.7524,53.0161,,1
MOTFR,MOT20-07,77.2575,73.9109,59.5165,84,2,2550,4729,85.7134,91.7534,57.0006,62.765,62.3682,74.302,69.9786,74.9099,82.0133,4.35897,249,346,85.7134,91.7534,338,76.5151,71.4782,,1
MOTFR,MOT20-06,52.3355,55.3794,45.0895,125,57,18176,43442,67.2771,83.0907,43.3556,47.1426,48.2419,65.7982,54.7741,67.6488,80.9865,18.0317,1660,2573,67.2771,83.0907,338,61.888,50.1096,,1
MOTFR,MOT20-04,83.3515,82.4304,65.1434,538,28,18587,26049,90.496,93.0287,63.718,66.7838,69.2884,77.7181,73.8794,75.9471,82.2336,8.93606,995,2008,90.496,93.0287,338,83.5839,81.3083,,1
MOTer,OVERALL,59.1142,49.8845,43.5565,598,189,59624,147333,71.5258,86.1248,36.9776,51.8256,45.2076,58.8446,58.9356,70.9649,81.2214,13.3119,4597,9232,71.5258,86.1248,4478.5,54.9755,45.6566,,0
MOTer,MOT20-08,26.2454,29.6112,25.9191,36,61,16425,39632,48.8514,69.7386,21.6019,31.6879,26.5347,44.4343,38.8736,55.4946,78.5774,20.3784,1091,2190,48.8514,69.7386,4478.5,35.9416,25.1768,,0
MOTer,MOT20-07,73.3241,58.2093,50.0378,67,7,2480,6070,81.6622,91.5964,41.1635,61.1845,49.1018,60.8068,67.9017,76.162,82.8414,4.23932,280,433,81.6622,91.5964,4478.5,61.7499,55.0527,,0
MOTer,MOT20-06,42.443,33.1605,28.9146,79,73,18103,56401,57.5156,80.8351,21.225,40.0129,27.5418,43.2752,46.222,64.9626,79.5901,17.9593,1907,3526,57.5156,80.8351,4478.5,39.8829,28.3774,,0
MOTer,MOT20-04,74.765,61.2059,52.4424,416,48,22616,45230,83.4978,91.0065,43.8977,63.0822,53.1888,65.7361,69.6824,75.9487,81.9961,10.8731,1319,3083,83.4978,91.0065,4478.5,63.9579,58.6809,,0
MOT20_TBC,OVERALL,54.4615,50.0627,0,415,245,37937,195242,62.2667,89.4655,0,0,0,0,0,0,100,8.46997,2449,2580,62.2667,89.4655,805,60.9967,42.4528,39.3308,0
MOT20_TBC,MOT20-08,27.2237,32.9827,0,20,73,11015,44865,42.0977,74.7559,0,0,0,0,0,0,100,13.6663,510,549,42.0977,74.7559,805,45.7762,25.7782,12.1147,0
MOT20_TBC,MOT20-07,59.0345,51.3946,0,45,10,2225,11133,66.3666,90.8031,0,0,0,0,0,0,100,3.80342,202,223,66.3666,90.8031,805,60.8564,44.479,3.0437,0
MOT20_TBC,MOT20-06,36.4448,34.9686,0,44,97,14844,68745,48.2174,81.1758,0,0,0,0,0,0,100,14.7262,785,810,48.2174,81.1758,805,46.9197,27.8697,16.2804,0
MOT20_TBC,MOT20-04,70.3361,60.7013,0,306,65,9853,70499,74.2783,95.3837,0,0,0,0,0,0,100,4.73702,952,998,74.2783,95.3837,805,69.3251,53.9856,12.8167,0
MLT,OVERALL,48.8526,54.5533,43.2297,384,274,45660,216803,58.0997,86.8143,44.1141,42.6649,46.4953,78.1762,47.2861,70.6799,80.6227,10.1942,2187,3067,58.0997,86.8143,1200,68.0342,45.5313,37.6422,1
MLT,MOT20-08,12.8969,37.0854,28.3842,16,85,17000,50195,35.2189,61.6157,35.8421,22.6997,39.5673,64.0915,27.4207,47.9998,74.144,21.0918,296,603,35.2189,61.6157,1200,50.9833,29.1415,8.40458,1
MLT,MOT20-07,53.4939,60.5306,46.1649,39,19,1777,13471,59.3033,91.699,49.4367,43.5127,52.9551,75.1086,47.1132,72.8872,80.1928,3.03761,146,188,59.3033,91.699,1200,77.0636,49.8384,2.46192,1
MLT,MOT20-06,27.0336,46.041,34.9061,43,104,20121,76252,42.5627,73.7413,41.9764,29.27,45.2088,69.9025,33.5571,58.1759,75.8484,19.9613,495,887,42.5627,73.7413,1200,62.9042,36.3077,11.6299,1
MLT,MOT20-04,69.0252,62.0498,50.0716,286,66,6762,76885,71.9484,96.6847,44.5955,56.4523,46.4854,81.4098,59.5728,80.0665,83.0192,3.25096,1250,1389,71.9484,96.6847,1200,72.7164,54.1122,17.3736,1
mfi_tst,OVERALL,59.25,59.133,47.1149,511,215,36150,172782,66.6074,90.5067,46.1825,48.4347,50.0259,73.8845,53.1061,72.1611,79.9118,8.071,1919,3743,66.6074,90.5067,8170,69.7416,51.3256,,0
mfi_tst,MOT20-08,26.408,39.0993,29.9802,22,68,10960,45665,41.0653,74.38,32.2462,28.0763,34.8605,67.636,32.241,58.3968,77.032,13.598,397,702,41.0653,74.38,8170,54.9592,30.343,,0
mfi_tst,MOT20-07,55.1796,52.3154,39.9067,36,10,3221,11398,65.566,87.0767,36.9555,44.6706,40.9915,66.3282,49.0675,65.1655,74.6488,5.50598,217,504,65.566,87.0767,8170,60.8971,45.8536,,0
mfi_tst,MOT20-06,36.4576,41.8327,32.4976,53,88,14814,68814,48.1654,81.1902,31.7699,33.6205,34.6409,66.7848,37.4907,63.1963,76.3255,14.6964,729,1483,48.1654,81.1902,8170,56.1741,33.3248,,0
mfi_tst,MOT20-04,80.066,71.8472,57.419,400,49,7155,46905,82.8866,96.9467,52.5412,62.9573,56.6801,76.838,67.0561,78.4308,81.8762,3.4399,576,1054,82.8866,96.9467,8170,77.9409,66.6372,,0
MAA,OVERALL,73.906,71.1582,57.2801,741,153,24942,108744,78.9837,94.248,55.1415,59.7187,61.0647,72.0874,64.849,77.3817,82.6961,5.56865,1331,1450,78.9837,94.248,304.2,78.0342,65.3958,,1
MAA,MOT20-08,52.5128,55.2496,43.747,59,46,8590,27901,63.9913,85.2337,42.9338,44.8397,49.0461,64.9517,51.2421,68.2523,80.7688,10.6576,304,330,63.9913,85.2337,304.2,64.4199,48.3648,,1
MAA,MOT20-07,82.5353,71.7274,60.3779,81,4,865,4784,85.5473,97.0358,54.7822,66.9481,61.3356,70.0593,71.601,81.2166,84.0326,1.47863,132,133,85.5473,97.0358,304.2,76.5438,67.4813,,1
MAA,MOT20-06,58.5468,56.7709,45.1917,122,66,8672,45791,65.5077,90.9325,42.6191,48.103,48.8234,63.823,52.7724,73.2544,81.1187,8.60317,569,599,65.5077,90.9325,304.2,67.7879,48.8343,,1
MAA,MOT20-04,86.3513,81.4659,65.3456,479,37,6815,30268,88.9567,97.2809,61.802,69.2358,67.4353,76.3439,73.7297,80.6291,83.4856,3.27644,326,388,88.9567,97.2809,304.2,85.2776,77.9805,,1
LPC_MOT,OVERALL,56.2558,62.527,48.9523,424,313,11726,213056,58.8239,96.2904,52.4435,45.795,54.7453,81.256,48.0829,78.7291,82.2712,2.618,1562,1865,58.8239,96.2904,6040,82.4395,50.3624,26.5538,0
LPC_MOT,MOT20-08,25.8105,37.3503,29.3638,13,100,3814,53380,31.1084,86.3386,37.1057,23.3779,39.0867,74.6689,24.8051,68.8839,79.2834,4.73201,291,404,31.1084,86.3386,6040,70.5065,25.404,9.3544,0
LPC_MOT,MOT20-07,50.8353,58.9032,44.4903,20,29,229,15921,51.9018,98.6846,48.9085,40.6213,51.2423,81.0518,42.1118,80.0748,82.3321,0.391453,124,138,51.9018,98.6846,6040,85.4501,44.9412,2.38913,0
LPC_MOT,MOT20-06,35.3006,43.2276,33.3028,35,121,3503,81891,38.3151,93.557,37.7298,29.4768,39.3815,77.9585,30.7717,75.1888,80.6349,3.4752,499,653,38.3151,93.557,6040,74.3898,30.4654,13.0236,0
LPC_MOT,MOT20-04,75.6673,75.6734,59.2228,356,63,4180,61864,77.4288,98.0684,57.8238,60.7545,60.2649,82.6419,63.7696,80.7793,83.0039,2.00962,648,670,77.4288,98.0684,6040,85.7592,67.7103,8.36898,0
LMOT_Tracker,OVERALL,59.1058,61.1167,47.5283,312,286,13526,196673,61.9901,95.9537,46.7809,48.4097,51.4641,73.7499,51.1985,79.2494,83.1405,3.01987,1398,2446,61.9901,95.9537,200,77.8592,50.3003,,1
LMOT_Tracker,MOT20-08,55.7844,58.9835,45.9726,48,50,3440,30518,60.6138,93.1754,46.5985,45.5036,52.5008,69.6875,49.0196,75.3529,81.8321,4.26799,302,627,60.6138,93.1754,200,74.8264,48.6771,,1
LMOT_Tracker,MOT20-07,70.726,61.6352,50.3624,66,7,3479,6042,81.7468,88.6076,43.1405,59.2062,50.2467,63.3949,67.5287,73.1963,82.3286,5.94701,169,192,81.7468,88.6076,200,64.2216,59.249,,1
LMOT_Tracker,MOT20-06,62.8517,61.816,50.5944,124,73,5498,43278,67.4006,94.2112,49.4728,51.8837,55.828,70.2027,55.7196,77.8837,82.885,5.45437,541,1062,67.4006,94.2112,200,74.1106,53.0202,,1
LMOT_Tracker,MOT20-04,56.8271,61.303,45.9599,74,156,1109,116835,57.3726,99.2997,45.8857,46.1148,48.8617,78.6311,47.6524,82.4761,83.8242,0.533173,386,565,57.3726,99.2997,200,83.7028,48.3611,,1
LCC,OVERALL,66.0321,66.9591,53.2095,699,165,43938,129584,74.956,89.824,52.945,53.756,56.9296,76.0441,60.0315,72.0033,80.7436,9.80978,2237,4154,74.956,89.824,20030,73.6,61.4175,29.8442,1
LCC,MOT20-08,41.9403,51.2027,38.8005,40,54,7670,36918,52.354,84.099,40.625,37.2359,43.3043,73.2453,41.617,67.0127,79.4128,9.51613,399,842,52.354,84.099,20030,66.7261,41.5389,7.62119,1
LCC,MOT20-07,74.0521,65.0802,53.4051,78,4,3048,5292,84.0126,90.1222,48.8321,59.2525,54.0555,71.4304,67.1571,72.0527,80.8256,5.21026,249,309,84.0126,90.1222,20030,67.4466,62.8742,2.96384,1
LCC,MOT20-06,47.0122,49.0841,38.9348,81,77,10858,58664,55.811,87.2185,38.0893,40.0432,41.2341,73.0881,44.0751,68.9976,79.0306,10.7718,823,1550,55.811,87.2185,20030,62.8951,40.2465,14.7462,1
LCC,MOT20-04,81.0868,78.0193,61.8787,500,30,22362,28710,89.5251,91.6477,59.7302,64.3347,63.954,77.7657,72.1055,73.8473,81.4809,10.751,766,1453,89.5251,91.6477,20030,78.9442,77.1158,8.55626,1
kalman_pub,OVERALL,67.016,70.1513,56.4477,592,263,9685,160303,69.0191,97.3597,58.2551,54.8089,65.0042,73.6422,57.7169,81.4165,84.1445,2.16231,680,1738,69.0191,97.3597,253,84.554,59.9411,,0
kalman_pub,MOT20-08,36.4411,41.7632,34.3549,14,94,580,48583,37.2993,98.0326,40.0704,29.5277,48.1409,60.7314,30.4355,79.9926,82.7342,0.719603,85,257,37.2993,98.0326,253,75.7641,28.8266,,0
kalman_pub,MOT20-07,66.2306,67.8728,54.5233,42,14,909,10178,69.2517,96.1858,53.6608,55.6858,60.0462,71.5948,59.3138,82.3828,86.0166,1.55385,91,121,69.2517,96.1858,253,81.0717,58.3698,,0
kalman_pub,MOT20-06,49.6968,53.7007,42.4618,55,105,1285,65245,50.8538,98.1322,44.972,40.1622,51.9067,66.318,41.7998,80.6606,83.3481,1.2748,251,605,50.8538,98.1322,253,78.6633,40.7647,,0
kalman_pub,MOT20-04,84.1432,82.6459,66.4419,481,50,6911,36297,86.757,97.1757,64.4302,68.6332,70.9771,77.2307,72.9463,81.7065,84.3544,3.3226,253,755,86.757,97.1757,253,87.6084,78.2154,,0
IQHAT,OVERALL,57.0839,57.6804,45.6644,507,249,32247,187937,63.6785,91.0855,44.6671,46.9222,50.0602,68.8206,51.1091,73.1063,80.4537,7.1996,1875,2543,63.6785,91.0855,600,70.0931,49.0026,,0
IQHAT,MOT20-08,25.9137,35.6163,28.5996,17,101,3796,53447,31.0219,86.3615,35.1179,23.432,39.1135,65.8744,24.8575,69.2005,79.5265,4.70968,162,184,31.0219,86.3615,600,67.384,24.205,,0
IQHAT,MOT20-07,71.4842,61.5261,50.267,70,5,3275,5917,82.1244,89.2478,43.7267,58.4026,47.9561,71.8275,65.9058,71.6224,80.1594,5.59829,247,341,82.1244,89.2478,600,64.1945,59.0707,,0
IQHAT,MOT20-06,30.9867,37.0415,29.0568,41,94,17256,73448,44.6749,77.4623,27.5878,30.8607,30.5963,63.5711,35.0532,60.7791,76.8351,17.119,916,1383,44.6749,77.4623,600,50.6341,29.2022,,0
IQHAT,MOT20-04,76.7973,70.4547,55.0462,379,49,7920,55125,79.8876,96.5092,50.2206,60.5118,56.4586,69.9235,64.5205,77.9448,81.6143,3.80769,550,635,79.8876,96.5092,600,77.7842,64.3876,,0
IOU_KMM,OVERALL,46.5038,49.3535,40.3634,371,244,57517,214777,58.4913,84.0304,39.4011,41.8566,41.7477,75.1668,47.276,67.9183,79.8857,12.8415,4509,7557,58.4913,84.0304,148,60.1281,41.8535,,0
IOU_KMM,MOT20-08,8.40302,27.093,22.6043,14,80,19705,50375,34.9866,57.9079,23.4688,22.3049,25.4675,61.7484,27.5285,45.5636,73.5043,24.4479,893,1292,34.9866,57.9079,148,35.9679,21.7309,,0
IOU_KMM,MOT20-07,50.8927,49.44,39.3039,41,16,2660,13235,60.0163,88.1914,36.7966,42.8419,39.3282,73.3926,47.4126,69.6708,79.4268,4.54701,360,447,60.0163,88.1914,148,61.045,41.5426,,0
IOU_KMM,MOT20-06,21.4798,31.6111,26.2352,35,95,25519,76994,42.0038,68.6044,25.092,28.0276,26.9167,65.1403,33.1343,54.1179,75.1815,25.3165,1728,2400,42.0038,68.6044,148,41.6205,25.4826,,0
IOU_KMM,MOT20-04,68.8657,62.917,50.1661,281,53,9633,74173,72.9379,95.4029,45.2002,55.9217,47.5997,78.9583,59.692,78.0773,82.2393,4.63125,1528,3418,72.9379,95.4029,148,72.6062,55.5093,,0
ImprAsso,OVERALL,78.5919,78.791,64.5534,879,116,27064,82715,84.0141,94.1391,64.5533,64.7788,70.8596,77.7926,70.6332,79.1456,84.2562,6.04242,992,1043,84.0141,94.1391,697.2,83.5387,74.5538,,1
ImprAsso,MOT20-08,62.5006,64.7053,51.2399,73,39,4919,23895,69.1614,91.5926,51.7847,50.9733,57.9581,71.7892,56.1328,74.3385,82.2055,6.10298,242,277,69.1614,91.5926,697.2,75.1983,56.782,,1
ImprAsso,MOT20-07,82.4023,76.4601,66.2728,88,4,2028,3697,88.8312,93.548,62.5927,70.817,68.6081,77.6029,77.4553,81.5681,86.0025,3.46667,100,100,88.8312,93.548,697.2,78.4901,74.5325,,1
ImprAsso,MOT20-06,67.3057,68.0285,55.4704,152,55,7710,35256,73.4432,92.6719,55.7246,55.3601,62.2827,72.6605,60.6558,76.5365,83.1231,7.64881,438,375,73.4432,92.6719,697.2,76.934,60.9708,,1
ImprAsso,MOT20-04,88.1474,87.3484,71.4818,566,18,12407,19867,92.7515,95.3466,70.3989,72.7063,76.5861,80.5743,78.7413,80.9444,84.9046,5.9649,212,291,92.7515,95.3466,697.2,88.5704,86.1597,,1
GSDT_V2,OVERALL,67.1196,67.536,53.5935,660,164,31507,135395,73.833,92.3811,52.7422,54.6725,58.5425,71.8386,59.8423,74.8757,81.7198,7.03438,3230,9878,73.833,92.3811,3000,76.0191,60.7561,,1
GSDT_V2,MOT20-08,39.5914,48.9126,38.9547,43,62,9728,36406,53.0148,80.8527,41.2957,36.9595,46.8208,64.6659,42.5845,64.9454,80.758,12.0695,673,1815,53.0148,80.8527,3000,61.7545,40.4922,,1
GSDT_V2,MOT20-07,75.0279,68.058,55.6012,71,2,1870,6116,81.5232,93.5193,51.6675,60.5924,57.2624,72.6571,66.3581,76.1227,82.0566,3.19658,280,608,81.5232,93.5193,3000,73.0653,63.6929,,1
GSDT_V2,MOT20-06,49.9333,51.9688,40.8757,91,67,9796,55409,58.2628,88.7588,39.4108,42.5725,44.6873,62.9671,46.8385,71.3548,80.69,9.71825,1262,3566,58.2628,88.7588,3000,65.5696,43.041,,1
GSDT_V2,MOT20-04,82.2711,78.6341,62.0551,455,33,10113,37464,86.3312,95.9012,59.0767,65.3605,65.0755,75.7415,70.2327,78.0182,82.1926,4.86202,1015,3889,86.3312,95.9012,3000,82.9925,74.7107,,1
GSDT,OVERALL,67.0575,67.5228,53.5935,660,164,31913,135409,73.8303,92.2902,52.7422,54.6725,58.5425,71.8386,59.8423,74.8757,81.7198,7.12503,3131,9875,73.8303,92.2902,4800,75.9643,60.7698,42.4081,1
GSDT,MOT20-08,39.4146,48.9227,38.9547,43,62,9916,36420,52.9967,80.5492,41.2957,36.9595,46.8208,64.6659,42.5845,64.9454,80.758,12.3027,608,1813,52.9967,80.5492,4800,61.6399,40.5555,11.4724,1
GSDT,MOT20-07,75.0249,68.0569,55.6012,71,2,1870,6115,81.5262,93.5195,51.6675,60.5924,57.2624,72.6571,66.3581,76.1227,82.0566,3.19658,282,608,81.5262,93.5195,4800,73.0628,63.6929,3.45901,1
GSDT,MOT20-06,49.8301,51.9471,40.8757,91,67,9966,55410,58.2621,88.5859,39.4108,42.5725,44.6873,62.9671,46.8385,71.3548,80.69,9.8869,1228,3564,58.2621,88.5859,4800,65.4656,43.0561,21.0772,1
GSDT,MOT20-04,82.2543,78.6277,62.0551,455,33,10161,37464,86.3312,95.8826,59.0767,65.3605,65.0755,75.7415,70.2327,78.0182,82.1926,4.8851,1013,3890,86.3312,95.8826,4800,82.9772,74.7114,11.7339,1
GNNMatch,OVERALL,54.5498,49.0061,40.1757,407,317,9522,223611,56.784,96.8609,37.0239,43.788,43.9862,58.7294,45.9457,78.3815,82.015,2.12592,2038,2456,56.784,96.8609,86400,66.2999,38.8678,35.8904,0
GNNMatch,MOT20-08,22.775,23.1994,20.7896,14,113,2676,56788,26.71,88.5504,21.4864,20.2908,27.1468,43.0029,21.2815,70.5806,80.1442,3.3201,373,420,26.71,88.5504,86400,50.0556,15.0986,13.9648,0
GNNMatch,MOT20-07,52.3156,47.4552,38.5168,31,20,460,15165,54.1857,97.4995,35.9647,41.6682,42.8527,59.5017,43.8459,78.8987,82.6955,0.786325,159,185,54.1857,97.4995,86400,66.4221,36.9143,2.93436,0
GNNMatch,MOT20-06,31.9524,29.0975,24.5355,31,130,2666,86996,34.4697,94.4948,22.9097,26.3913,27.9688,43.3691,27.4501,75.2715,80.6889,2.64484,676,810,34.4697,94.4948,86400,54.4324,19.8558,19.6114,0
GNNMatch,MOT20-04,74.7479,61.9154,49.4653,331,54,3720,64662,76.408,98.2547,41.5827,59.0534,49.0405,63.3701,62.1305,79.8984,82.4353,1.78846,830,1041,76.408,98.2547,86400,70.7669,55.032,10.8627,0
GMPHD_Rd20,OVERALL,44.6518,43.5325,35.568,293,274,42778,236116,54.3672,86.8005,32.0471,39.9294,34.1082,72.0107,44.0038,70.2691,80.2305,9.55079,7492,11153,54.3672,86.8005,177.92,56.5174,35.3995,137.804,0
GMPHD_Rd20,MOT20-08,11.4708,29.2163,23.3776,12,90,15069,52575,32.1473,62.3068,25.7718,21.6165,27.7282,64.4747,25.4252,49.3091,73.7977,18.696,952,1688,32.1473,62.3068,177.92,42.9211,22.1452,29.6137,0
GMPHD_Rd20,MOT20-07,50.1344,51.1938,39.9056,37,19,1864,14204,57.0889,91.0216,39.0275,41.453,41.4917,75.687,45.0261,71.7993,79.8867,3.18632,438,578,57.0889,91.0216,177.92,66.4082,41.6513,7.67224,0
GMPHD_Rd20,MOT20-06,23.6281,34.3102,26.9468,29,99,18448,81264,38.7874,73.6235,27.2816,27.0038,28.9524,69.4509,30.5922,58.0862,75.5966,18.3016,1677,2886,38.7874,73.6235,177.92,49.7176,26.193,43.2357,0
GMPHD_Rd20,MOT20-04,63.5531,50.2456,41.5068,215,66,7397,88073,67.8664,96.1754,33.0261,52.5068,35.1453,72.3249,55.6287,78.8396,82.5314,3.55625,4425,6001,67.8664,96.1754,177.92,60.725,42.8507,65.2016,0
FOR_Tracking,OVERALL,76.8452,76.3876,61.3725,857,133,27112,91254,82.3639,94.0188,60.6111,62.3265,66.1971,76.7636,67.9596,77.5762,82.9486,6.05314,1443,3056,82.3639,94.0188,287.1,81.7922,71.653,,1
FOR_Tracking,MOT20-08,57.7061,63.9999,48.6228,57,46,4417,28066,63.7783,91.7953,50.2895,47.1391,54.3617,74.1901,51.3535,73.9124,81.387,5.48015,288,718,63.7783,91.7953,287.1,78.057,54.2331,,1
FOR_Tracking,MOT20-07,83.1334,77.8237,65.3983,90,3,1539,3925,88.1423,94.9894,63.144,68.1399,68.2917,79.0675,74.3856,80.164,84.7206,2.63077,119,183,88.1423,94.9894,287.1,80.8465,75.0189,,1
FOR_Tracking,MOT20-06,65.1996,63.9675,52.0656,134,72,5116,40560,69.4479,94.7427,50.9397,53.3729,55.949,72.8102,57.146,77.9602,82.4791,5.0754,524,994,69.4479,94.7427,287.1,75.6168,55.4283,,1
FOR_Tracking,MOT20-04,87.1372,84.4399,67.7599,576,12,16040,18703,93.1762,94.0904,65.5829,70.1528,71.6638,78.1898,77.1158,77.8724,83.2133,7.71154,512,1161,93.1762,94.0904,287.1,84.8542,84.0297,,1
FlowTracker,OVERALL,46.7296,42.4309,35.6203,345,249,54732,217371,57.9899,84.5733,31.1518,41.2784,34.1636,68.3404,46.3803,67.6416,79.1411,12.2197,3532,5165,57.9899,84.5733,232.82,52.1564,35.7624,,0
FlowTracker,MOT20-08,11.3804,25.6708,21.1115,14,77,17758,50369,34.9943,60.4261,20.0274,22.6572,22.2285,55.273,27.3696,47.2602,73.1636,22.0323,539,907,34.9943,60.4261,232.82,34.9988,20.2687,,0
FlowTracker,MOT20-07,52.231,48.1999,38.2378,37,16,2450,13154,60.261,89.061,34.6739,42.9158,38.4241,70.1828,47.3043,69.9121,79.2141,4.18803,208,300,60.261,89.061,232.82,59.7178,40.4066,,0
FlowTracker,MOT20-06,24.2119,31.3541,26.0684,35,97,22585,77039,41.9699,71.1569,24.4193,28.3601,27.147,59.9847,32.93,55.8305,75.0623,22.4058,990,1518,41.9699,71.1569,232.82,42.2564,24.9237,,0
FlowTracker,MOT20-04,66.9652,50.849,42.5825,259,59,11939,76809,71.9761,94.2934,33.7956,54.0385,36.8526,71.4286,58.1579,76.1906,81.2189,5.7399,1795,2440,71.9761,94.2934,232.82,58.7322,44.8315,,0
FineTrack,OVERALL,77.8846,79.0092,63.6407,870,118,24439,89012,82.7972,94.6033,63.8489,63.5973,69.5431,78.4441,69.016,78.8571,83.7086,5.45635,980,1406,82.7972,94.6033,500,84.6423,74.0792,,1
FineTrack,MOT20-08,60.5944,66.4954,51.067,69,40,4033,26249,66.1233,92.7028,53.1775,49.2086,58.1013,75.5395,53.5435,75.0663,82.1153,5.00372,251,361,66.1233,92.7028,500,79.86,56.9627,,1
FineTrack,MOT20-07,82.4537,80.1664,68.0829,90,3,1974,3740,88.7012,93.7003,66.9462,69.5525,71.6482,81.3275,76.2383,80.535,85.3619,3.37436,94,117,88.7012,93.7003,500,82.4254,78.0279,,1
